cc,desciel,dh,dirvienc,dirvieng,dloc,ides,idmun,lat,lon,ndia,nes,nmun,prec,probprec,raf,tmax,tmin,velvien
69.30,Cielo nublado,6,Sur,172.97,20230413T12,20,220,17.7229,-96.8411,1,Oaxaca,San Juan Tepeuxila, 9.60,95.00,17.30,28.58,14.54, 6.67
27.92,Medio nublado,6,Sur,162.11,20230414T12,20,220,17.7229,-96.8411,2,Oaxaca,San Juan Tepeuxila, 4.97,95.00,15.10,30.95,16.29, 7.06
45.02,Medio nublado,6,Sur,162.28,20230415T12,20,220,17.7229,-96.8411,3,Oaxaca,San Juan Tepeuxila,16.58,95.00,18.17,30.73,15.34, 6.59
58.40,Cielo nublado,6,Sur,168.80,20230412T12,20,221,17.5506,-97.4247,0,Oaxaca,San Juan Teposcolula, 4.95,95.00,20.32,26.45,12.66, 8.82
65.08,Cielo nublado,6,Suroeste,212.86,20230413T12,20,221,17.5506,-97.4247,1,Oaxaca,San Juan Teposcolula, 1.89,95.00,24.05,26.72,12.39, 8.49
28.18,Medio nublado,6,Suroeste,210.05,20230414T12,20,221,17.5506,-97.4247,2,Oaxaca,San Juan Teposcolula, 1.13,50.00,17.33,29.56,14.27, 6.57
52.74,Cielo nublado,6,Sur,166.74,20230415T12,20,221,17.5506,-97.4247,3,Oaxaca,San Juan Teposcolula, 1.08,50.00,17.60,30.53,14.35, 5.79
82.13,Cielo cubierto,6,Este,94.85,20230412T12,20,222,17.4291,-96.2838,0,Oaxaca,San Juan Yaeé, 5.10,95.00, 9.36,20.89,14.38, 4.21
70.61,Cielo nublado,6,Sureste,148.91,20230413T12,20,222,17.4291,-96.2838,1,Oaxaca,San Juan Yaeé,13.32,95.00,12.04,25.71,16.64, 6.87
22.60,Poco nuboso,6,Sur,174.35,20230414T12,20,222,17.4291,-96.2838,2,Oaxaca,San Juan Yaeé,12.04,95.00,16.87,29.12,17.58, 8.06
42.23,Medio nublado,6,Sur,172.81,20230415T12,20,222,17.4291,-96.2838,3,Oaxaca,San Juan Yaeé,24.47,95.00,20.73,29.27,15.77, 7.93
27.73,Medio nublado,6,Sur,163.76,20230412T12,20,225,16.3943,-97.8748,0,Oaxaca,San Lorenzo, 0.00, 0.00,19.58,38.75,20.72, 6.53
34.81,Medio nublado,6,Sur,174.02,20230413T12,20,225,16.3943,-97.8748,1,Oaxaca,San Lorenzo, 0.00, 0.00,20.55,38.13,20.49, 7.09
19.25,Poco nuboso,6,Suroeste,219.78,20230414T12,20,225,16.3943,-97.8748,2,Oaxaca,San Lorenzo, 0.00, 0.00,18.31,38.73,20.88, 7.10
42.99,Medio nublado,6,Sur,195.74,20230415T12,20,225,16.3943,-97.8748,3,Oaxaca,San Lorenzo, 0.00, 0.00,18.24,39.06,20.76, 7.43
80.59,Cielo cubierto,6,Sur,166.51,20230412T12,7,43,17.4308,-93.0966,0,Chiapas,Ixtacomitán, 1.38,95.00,12.83,26.52,18.45, 4.30
67.02,Cielo nublado,6,Sureste,132.55,20230413T12,7,43,17.4308,-93.0966,1,Chiapas,Ixtacomitán, 5.38,50.00,11.39,30.26,20.69, 5.66
29.30,Medio nublado,6,Sur,170.25,20230414T12,7,43,17.4308,-93.0966,2,Chiapas,Ixtacomitán, 9.41,50.00,27.41,33.27,21.38, 6.36
30.23,Medio nublado,6,Sur,175.16,20230415T12,7,43,17.4308,-93.0966,3,Chiapas,Ixtacomitán, 0.39,45.00,10.34,34.04,21.40, 4.63
68.96,Cielo nublado,6,Sureste,115.52,20230412T12,20,226,16.9072,-96.2596,0,Oaxaca,San Lorenzo Albarradas,12.33,95.00,13.75,26.01,15.75, 6.14
63.51,Cielo nublado,6,Sur,185.32,20230413T12,20,226,16.9072,-96.2596,1,Oaxaca,San Lorenzo Albarradas, 9.94,95.00,14.66,29.20,17.26, 7.22
24.41,Poco nuboso,6,Suroeste,219.76,20230414T12,20,226,16.9072,-96.2596,2,Oaxaca,San Lorenzo Albarradas, 6.38,95.00,20.29,30.78,18.12, 6.90
34.99,Medio nublado,6,Suroeste,225.59,20230415T12,20,226,16.9072,-96.2596,3,Oaxaca,San Lorenzo Albarradas, 9.14,95.00,23.36,31.19,17.35, 7.44
48.64,Medio nublado,6,Sur,184.13,20230412T12,20,229,16.5855,-97.1990,0,Oaxaca,San Lorenzo Texmelúcan, 9.46,95.00,15.28,31.55,15.50, 5.25
34.25,Medio nublado,6,Sur,187.63,20230413T12,20,229,16.5855,-97.1990,1,Oaxaca,San Lorenzo Texmelúcan, 3.06,40.00,17.67,31.34,16.19, 6.37
24.73,Poco nuboso,6,Suroeste,220.90,20230414T12,20,229,16.5855,-97.1990,2,Oaxaca,San Lorenzo Texmelúcan, 1.06,40.00,19.13,32.97,17.10, 5.67
37.37,Medio nublado,6,Sur,175.69,20230415T12,20,229,16.5855,-97.1990,3,Oaxaca,San Lorenzo Texmelúcan, 0.08, 0.00,16.67,33.50,18.39, 5.78
42.50,Medio nublado,6,Suroeste,207.07,20230412T12,20,230,17.6684,-98.1203,0,Oaxaca,San Lorenzo Victoria, 1.66,87.50,23.94,32.34,16.84, 9.61
57.53,Cielo nublado,6,Suroeste,203.81,20230413T12,20,230,17.6684,-98.1203,1,Oaxaca,San Lorenzo Victoria, 0.28,20.00,24.16,32.30,16.83,10.43
 4.02,Despejado,6,Suroeste,215.75,20230414T12,20,230,17.6684,-98.1203,2,Oaxaca,San Lorenzo Victoria, 0.00, 0.00,20.84,34.27,17.68, 9.51
31.76,Medio nublado,6,Suroeste,209.86,20230415T12,20,230,17.6684,-98.1203,3,Oaxaca,San Lorenzo Victoria, 0.00, 0.00,23.58,35.38,19.01, 9.49
77.68,Cielo nublado,6,Sureste,112.73,20230412T12,20,231,16.9432,-95.7131,0,Oaxaca,San Lucas Camotlán, 1.09,85.00,14.28,27.60,17.24, 6.52
73.35,Cielo nublado,6,Sureste,150.49,20230413T12,20,231,16.9432,-95.7131,1,Oaxaca,San Lucas Camotlán, 2.92,60.00,18.39,34.03,19.55, 6.40
31.87,Medio nublado,6,Sur,162.30,20230414T12,20,231,16.9432,-95.7131,2,Oaxaca,San Lucas Camotlán, 0.17,33.33,12.46,35.60,19.83, 6.74
39.87,Medio nublado,6,Sur,185.80,20230415T12,20,231,16.9432,-95.7131,3,Oaxaca,San Lucas Camotlán,10.62,60.00,18.71,35.57,18.87, 6.35
80.70,Cielo cubierto,6,Sureste,154.95,20230412T12,20,232,18.0575,-96.3978,0,Oaxaca,San Lucas Ojitlán, 3.83,95.00,16.04,26.76,20.08, 4.78
73.82,Cielo nublado,6,Sureste,151.54,20230413T12,20,232,18.0575,-96.3978,1,Oaxaca,San Lucas Ojitlán, 3.51,81.00,19.46,32.81,21.61, 5.75
 3.34,Despejado,6,Sureste,153.92,20230414T12,20,232,18.0575,-96.3978,2,Oaxaca,San Lucas Ojitlán, 0.82,81.00,15.47,34.58,23.27, 5.89
23.33,Poco nuboso,6,Sureste,135.88,20230415T12,20,232,18.0575,-96.3978,3,Oaxaca,San Lucas Ojitlán, 5.46,95.00,17.23,37.01,22.06, 5.98
65.38,Cielo nublado,6,Sureste,139.54,20230412T12,20,233,16.8948,-96.4681,0,Oaxaca,San Lucas Quiaviní,11.70,95.00,13.97,27.00,15.48, 6.07
59.22,Cielo nublado,6,Sur,200.90,20230413T12,20,233,16.8948,-96.4681,1,Oaxaca,San Lucas Quiaviní, 7.39,95.00,15.24,28.74,16.70, 7.61
25.86,Medio nublado,6,Suroeste,211.09,20230414T12,20,233,16.8948,-96.4681,2,Oaxaca,San Lucas Quiaviní, 5.18,95.00,18.14,30.12,17.98, 6.68
38.43,Medio nublado,6,Sur,199.80,20230415T12,20,233,16.8948,-96.4681,3,Oaxaca,San Lucas Quiaviní, 3.16,95.00,21.84,30.17,17.30, 7.37
78.62,Cielo nublado,6,Sureste,125.63,20230412T12,20,234,18.1362,-96.9064,0,Oaxaca,San Lucas Zoquiápam, 2.73,95.00,14.49,23.62,15.04, 5.78
57.72,Cielo nublado,6,Sur,169.45,20230413T12,20,234,18.1362,-96.9064,1,Oaxaca,San Lucas Zoquiápam, 4.33,95.00,18.11,30.71,16.42, 5.83
28.79,Medio nublado,6,Sureste,148.15,20230414T12,20,234,18.1362,-96.9064,2,Oaxaca,San Lucas Zoquiápam, 1.09,95.00,15.66,33.44,18.60, 5.82
32.99,Medio nublado,6,Sureste,149.88,20230415T12,20,234,18.1362,-96.9064,3,Oaxaca,San Lucas Zoquiápam, 3.12,95.00,16.29,33.67,17.60, 5.85
59.36,Cielo nublado,6,Sureste,140.83,20230412T12,20,235,16.3895,-96.4971,0,Oaxaca,San Luis Amatlán,19.08,95.00,14.73,28.74,15.73, 4.88
53.57,Cielo nublado,6,Sur,200.88,20230413T12,20,235,16.3895,-96.4971,1,Oaxaca,San Luis Amatlán, 8.40,95.00,20.20,27.84,16.34, 5.54
20.55,Poco nuboso,6,Sur,200.97,20230414T12,20,235,16.3895,-96.4971,2,Oaxaca,San Luis Amatlán, 2.69,30.00,20.74,29.01,17.63, 6.10
38.30,Medio nublado,6,Sur,195.21,20230415T12,20,235,16.3895,-96.4971,3,Oaxaca,San Luis Amatlán, 2.17,95.00,21.56,30.34,17.52, 5.75
55.38,Cielo nublado,6,Sur,187.26,20230412T12,7,44,16.8035,-92.9059,0,Chiapas,Ixtapa, 3.63,71.67,19.26,24.78,14.91, 7.35
59.68,Cielo nublado,6,Sureste,131.39,20230413T12,7,44,16.8035,-92.9059,1,Chiapas,Ixtapa, 8.48,95.00,17.47,29.38,16.88, 6.22
44.26,Medio nublado,6,Sureste,156.70,20230414T12,7,44,16.8035,-92.9059,2,Chiapas,Ixtapa, 3.23,31.11,19.64,30.12,17.16, 6.16
35.99,Medio nublado,6,Sur,162.13,20230415T12,7,44,16.8035,-92.9059,3,Chiapas,Ixtapa, 1.37,71.67,17.59,31.59,18.08, 6.19
49.30,Medio nublado,6,Sur,173.98,20230412T12,20,236,16.0893,-96.4059,0,Oaxaca,San Marcial Ozolotepec,12.18,95.00,12.00,28.95,17.75, 5.90
25.79,Medio nublado,6,Sur,198.91,20230413T12,20,236,16.0893,-96.4059,1,Oaxaca,San Marcial Ozolotepec, 6.19,95.00,13.05,29.95,18.54, 6.67
 5.20,Despejado,6,Suroeste,233.93,20230414T12,20,236,16.0893,-96.4059,2,Oaxaca,San Marcial Ozolotepec, 0.93,20.00,13.38,31.46,19.64, 6.78
25.70,Medio nublado,6,Sur,161.53,20230415T12,20,236,16.0893,-96.4059,3,Oaxaca,San Marcial Ozolotepec, 0.58, 0.00,14.64,32.02,20.25, 6.58
40.06,Medio nublado,6,Suroeste,209.66,20230412T12,20,237,17.7196,-97.8611,0,Oaxaca,San Marcos Arteaga, 2.46,95.00,21.04,31.86,16.29, 8.49
58.34,Cielo nublado,6,Suroeste,205.12,20230413T12,20,237,17.7196,-97.8611,1,Oaxaca,San Marcos Arteaga, 0.22, 0.00,23.21,32.47,16.14,10.41
 7.97,Despejado,6,Suroeste,214.52,20230414T12,20,237,17.7196,-97.8611,2,Oaxaca,San Marcos Arteaga, 0.00, 0.00,18.11,33.90,17.13, 9.08
36.07,Medio nublado,6,Suroeste,206.89,20230415T12,20,237,17.7196,-97.8611,3,Oaxaca,San Marcos Arteaga, 0.00, 0.00,20.16,34.98,18.19, 9.38
52.41,Cielo nublado,6,Sur,197.15,20230412T12,20,239,17.3974,-97.6024,0,Oaxaca,San Martín Huamelúlpam, 3.53,95.00,18.27,27.32,12.29, 8.54
66.30,Cielo nublado,6,Suroeste,202.75,20230413T12,20,239,17.3974,-97.6024,1,Oaxaca,San Martín Huamelúlpam, 0.60,87.50,18.25,27.58,12.62, 7.90
25.45,Medio nublado,6,Suroeste,205.95,20230414T12,20,239,17.3974,-97.6024,2,Oaxaca,San Martín Huamelúlpam, 0.05, 0.00,17.16,29.95,14.12, 7.11
53.94,Cielo nublado,6,Sur,184.94,20230415T12,20,239,17.3974,-97.6024,3,Oaxaca,San Martín Huamelúlpam, 0.05, 0.00,17.88,30.70,14.64, 6.85
54.73,Cielo nublado,6,Sur,172.04,20230412T12,20,240,17.2290,-97.8815,0,Oaxaca,San Martín Itunyoso, 2.75,95.00,19.49,29.19,13.43, 7.49
61.83,Cielo nublado,6,Sur,166.51,20230413T12,20,240,17.2290,-97.8815,1,Oaxaca,San Martín Itunyoso, 0.10, 0.00,17.34,29.15,14.18, 7.45
16.11,Poco nuboso,6,Sur,164.61,20230414T12,20,240,17.2290,-97.8815,2,Oaxaca,San Martín Itunyoso, 0.00, 0.00,18.09,30.88,15.11, 6.99
56.69,Cielo nublado,6,Sureste,156.47,20230415T12,20,240,17.2290,-97.8815,3,Oaxaca,San Martín Itunyoso, 0.00, 0.00,18.11,31.57,16.26, 7.10
55.72,Cielo nublado,6,Sur,202.31,20230412T12,20,242,17.3605,-98.2384,0,Oaxaca,San Martín Peras, 1.64,95.00,20.98,30.83,15.23, 6.63
63.70,Cielo nublado,6,Sur,183.20,20230413T12,20,242,17.3605,-98.2384,1,Oaxaca,San Martín Peras, 0.44,81.67,19.16,30.40,15.85, 7.25
 6.14,Despejado,6,Sur,170.00,20230414T12,20,242,17.3605,-98.2384,2,Oaxaca,San Martín Peras, 0.00, 0.00,18.67,32.62,16.61, 6.96
43.75,Medio nublado,6,Sureste,152.87,20230415T12,20,242,17.3605,-98.2384,3,Oaxaca,San Martín Peras, 0.00, 0.00,21.33,33.33,18.15, 6.93
65.60,Cielo nublado,6,Sur,191.14,20230412T12,20,243,16.8589,-96.6956,0,Oaxaca,San Martín Tilcajete,11.03,95.00,16.16,28.30,15.15, 5.64
55.35,Cielo nublado,6,Suroeste,212.17,20230413T12,20,243,16.8589,-96.6956,1,Oaxaca,San Martín Tilcajete, 5.90,95.00,19.39,28.02,16.09, 6.92
26.27,Medio nublado,6,Sur,198.97,20230414T12,20,243,16.8589,-96.6956,2,Oaxaca,San Martín Tilcajete, 3.30,95.00,19.39,30.93,17.59, 6.09
41.24,Medio nublado,6,Sur,196.07,20230415T12,20,243,16.8589,-96.6956,3,Oaxaca,San Martín Tilcajete, 1.87,95.00,18.39,30.93,17.24, 6.86
70.52,Cielo nublado,6,Sureste,126.72,20230412T12,20,244,18.1007,-97.0590,0,Oaxaca,San Martín Toxpalan, 2.57,95.00,15.20,25.18,14.71, 5.96
56.22,Cielo nublado,6,Sur,178.62,20230413T12,20,244,18.1007,-97.0590,1,Oaxaca,San Martín Toxpalan, 3.59,95.00,21.42,32.36,15.94, 4.89
34.19,Medio nublado,6,Sureste,139.43,20230414T12,20,244,18.1007,-97.0590,2,Oaxaca,San Martín Toxpalan, 0.99,95.00,17.54,34.66,18.38, 5.11
32.01,Medio nublado,6,Sureste,145.00,20230415T12,20,244,18.1007,-97.0590,3,Oaxaca,San Martín Toxpalan, 2.72,95.00,17.24,35.11,17.31, 5.39
77.22,Cielo nublado,6,Suroeste,233.53,20230412T12,7,45,17.4975,-93.0017,0,Chiapas,Ixtapangajoya, 1.43,95.00,14.19,28.16,19.19, 3.52
66.55,Cielo nublado,6,Sureste,127.62,20230413T12,7,45,17.4975,-93.0017,1,Chiapas,Ixtapangajoya, 3.55, 6.67,11.90,31.34,21.37, 5.55
25.75,Medio nublado,6,Sur,176.89,20230414T12,7,45,17.4975,-93.0017,2,Chiapas,Ixtapangajoya, 5.38, 6.67,33.80,34.67,22.16, 6.78
23.28,Poco nuboso,6,Sur,175.97,20230415T12,7,45,17.4975,-93.0017,3,Chiapas,Ixtapangajoya, 0.14, 6.67,10.93,35.73,22.15, 4.75
23.28,Poco nuboso,6,Sur,201.88,20230412T12,20,248,16.2097,-94.9819,0,Oaxaca,San Mateo del Mar, 0.00, 0.00,60.70,34.40,26.45,36.37
20.90,Poco nuboso,6,Sur,177.73,20230413T12,20,248,16.2097,-94.9819,1,Oaxaca,San Mateo del Mar, 0.10, 0.00,35.55,32.62,28.33,19.13
 4.57,Despejado,6,Sur,185.24,20230414T12,20,248,16.2097,-94.9819,2,Oaxaca,San Mateo del Mar, 0.00, 0.00,33.83,30.65,28.46,19.85
29.65,Medio nublado,6,Sur,187.45,20230415T12,20,248,16.2097,-94.9819,3,Oaxaca,San Mateo del Mar, 0.12, 0.00,31.10,30.06,27.81,15.94
32.39,Medio nublado,6,Suroeste,209.38,20230412T12,20,251,17.6556,-98.4170,0,Oaxaca,San Mateo Nejápam, 2.18,30.00,20.89,34.89,18.91, 7.30
46.41,Medio nublado,6,Sur,199.65,20230413T12,20,251,17.6556,-98.4170,1,Oaxaca,San Mateo Nejápam, 0.16,10.00,22.23,35.15,18.78, 7.86
 1.41,Despejado,6,Suroeste,211.96,20230414T12,20,251,17.6556,-98.4170,2,Oaxaca,San Mateo Nejápam, 0.00, 0.00,19.88,36.46,19.67, 7.45
19.43,Poco nuboso,6,Suroeste,214.20,20230415T12,20,251,17.6556,-98.4170,3,Oaxaca,San Mateo Nejápam, 0.00, 0.00,21.36,37.70,21.03, 7.41
61.00,Cielo nublado,6,Sur,182.12,20230412T12,20,252,17.1508,-97.5336,0,Oaxaca,San Mateo Peñasco, 3.36,87.50,18.14,27.65,13.06, 7.34
59.87,Cielo nublado,6,Sur,200.88,20230413T12,20,252,17.1508,-97.5336,1,Oaxaca,San Mateo Peñasco, 0.64,87.50,18.45,28.07,13.39, 7.01
22.54,Poco nuboso,6,Sur,202.43,20230414T12,20,252,17.1508,-97.5336,2,Oaxaca,San Mateo Peñasco, 0.10, 0.00,18.71,30.57,15.02, 7.01
52.44,Cielo nublado,6,Sur,185.92,20230415T12,20,252,17.1508,-97.5336,3,Oaxaca,San Mateo Peñasco, 0.11, 0.00,21.79,31.16,15.59, 6.89
45.95,Medio nublado,6,Suroeste,203.53,20230412T12,20,253,15.9995,-96.3352,0,Oaxaca,San Mateo Piñas,11.92,95.00,12.78,30.26,19.79, 6.31
22.35,Poco nuboso,6,Suroeste,227.84,20230413T12,20,253,15.9995,-96.3352,1,Oaxaca,San Mateo Piñas, 7.14,87.50,13.89,30.90,20.28, 7.54
 5.08,Despejado,6,Suroeste,243.08,20230414T12,20,253,15.9995,-96.3352,2,Oaxaca,San Mateo Piñas, 0.82, 0.00,15.32,32.76,20.98, 8.22
22.23,Poco nuboso,6,Sur,191.73,20230415T12,20,253,15.9995,-96.3352,3,Oaxaca,San Mateo Piñas, 0.54, 0.00,16.28,33.21,21.48, 7.63
50.21,Cielo nublado,6,Sureste,126.59,20230412T12,20,254,16.1442,-96.4484,0,Oaxaca,San Mateo Río Hondo,13.73,95.00,11.64,27.52,15.41, 5.94
31.99,Medio nublado,6,Sureste,154.87,20230413T12,20,254,16.1442,-96.4484,1,Oaxaca,San Mateo Río Hondo, 6.71,95.00,13.20,28.45,16.44, 6.41
12.24,Poco nuboso,6,Suroeste,207.31,20230414T12,20,254,16.1442,-96.4484,2,Oaxaca,San Mateo Río Hondo, 1.25,92.50,12.40,29.68,17.53, 6.02
34.02,Medio nublado,6,Sureste,131.11,20230415T12,20,254,16.1442,-96.4484,3,Oaxaca,San Mateo Río Hondo, 0.95,10.00,13.82,30.55,18.30, 6.44
51.21,Cielo nublado,6,Sur,178.91,20230412T12,20,255,17.0042,-97.3512,0,Oaxaca,San Mateo Sindihui, 4.84,89.00,22.35,29.04,13.89, 7.73
47.74,Medio nublado,6,Sur,174.92,20230413T12,20,255,17.0042,-97.3512,1,Oaxaca,San Mateo Sindihui, 0.48, 8.00,21.39,29.10,14.43, 7.95
28.00,Medio nublado,6,Suroeste,204.21,20230414T12,20,255,17.0042,-97.3512,2,Oaxaca,San Mateo Sindihui, 0.28, 8.00,21.83,31.40,15.81, 7.81
47.94,Medio nublado,6,Sur,173.38,20230415T12,20,255,17.0042,-97.3512,3,Oaxaca,San Mateo Sindihui, 0.10, 0.00,22.85,32.09,16.54, 7.85
62.15,Cielo nublado,6,Sur,182.19,20230412T12,7,46,16.6677,-93.6505,0,Chiapas,Jiquipilas, 0.80,50.91,29.60,32.44,20.07, 9.70
46.99,Medio nublado,6,Sur,182.28,20230413T12,7,46,16.6677,-93.6505,1,Chiapas,Jiquipilas, 1.80,41.14,29.60,35.58,21.54, 6.83
27.43,Medio nublado,6,Sur,202.02,20230414T12,7,46,16.6677,-93.6505,2,Chiapas,Jiquipilas, 2.64,56.48,28.40,36.38,21.94, 8.29
31.41,Medio nublado,6,Suroeste,204.84,20230415T12,7,46,16.6677,-93.6505,3,Chiapas,Jiquipilas, 1.19, 5.45,28.20,36.80,22.35, 7.68
63.63,Cielo nublado,6,Sur,174.05,20230412T12,20,258,17.3063,-97.4894,0,Oaxaca,San Miguel Achiutla, 3.30,95.00,16.77,27.34,12.32, 6.44
60.86,Cielo nublado,6,Suroeste,206.05,20230413T12,20,258,17.3063,-97.4894,1,Oaxaca,San Miguel Achiutla, 1.00,95.00,19.51,27.88,12.23, 6.17
29.84,Medio nublado,6,Sur,194.51,20230414T12,20,258,17.3063,-97.4894,2,Oaxaca,San Miguel Achiutla, 0.22, 0.00,18.94,30.31,14.08, 6.13
53.53,Cielo nublado,6,Sur,161.01,20230415T12,20,258,17.3063,-97.4894,3,Oaxaca,San Miguel Achiutla, 0.23, 0.00,21.17,30.88,14.46, 6.13
33.18,Medio nublado,6,Suroeste,209.24,20230412T12,20,259,17.6713,-98.3208,0,Oaxaca,San Miguel Ahuehuetitlán, 2.88,90.00,24.87,34.31,18.42, 7.71
46.04,Medio nublado,6,Suroeste,204.22,20230413T12,20,259,17.6713,-98.3208,1,Oaxaca,San Miguel Ahuehuetitlán, 0.22,33.33,25.14,34.44,18.39, 8.37
 1.49,Despejado,6,Suroeste,221.29,20230414T12,20,259,17.6713,-98.3208,2,Oaxaca,San Miguel Ahuehuetitlán, 0.00, 0.00,20.89,35.78,19.31, 7.68
20.72,Poco nuboso,6,Suroeste,216.98,20230415T12,20,259,17.6713,-98.3208,3,Oaxaca,San Miguel Ahuehuetitlán, 0.00, 0.00,23.02,36.98,20.56, 7.74
66.91,Cielo nublado,6,Este,110.12,20230412T12,20,260,17.4129,-96.6915,0,Oaxaca,San Miguel Aloápam, 5.61,95.00,16.12,22.87,12.21, 6.58
70.16,Cielo nublado,6,Sur,175.18,20230413T12,20,260,17.4129,-96.6915,1,Oaxaca,San Miguel Aloápam, 8.32,95.00,13.55,24.79,13.37, 6.67
45.75,Medio nublado,6,Sur,162.17,20230414T12,20,260,17.4129,-96.6915,2,Oaxaca,San Miguel Aloápam, 5.37,95.00,15.15,27.82,14.78, 6.85
58.78,Cielo nublado,6,Sureste,146.18,20230415T12,20,260,17.4129,-96.6915,3,Oaxaca,San Miguel Aloápam,16.73,95.00,19.24,27.15,13.82, 6.78
35.14,Medio nublado,6,Suroeste,214.37,20230412T12,20,261,17.8914,-98.0256,0,Oaxaca,San Miguel Amatitlán, 2.70,95.00,24.79,33.05,18.13, 7.82
54.90,Cielo nublado,6,Suroeste,210.42,20230413T12,20,261,17.8914,-98.0256,1,Oaxaca,San Miguel Amatitlán, 0.16, 0.00,27.36,34.03,18.01,10.25
 3.82,Despejado,6,Suroeste,222.33,20230414T12,20,261,17.8914,-98.0256,2,Oaxaca,San Miguel Amatitlán, 0.01, 0.00,16.07,34.65,19.04, 8.65
27.29,Medio nublado,6,Suroeste,214.49,20230415T12,20,261,17.8914,-98.0256,3,Oaxaca,San Miguel Amatitlán, 0.00, 0.00,18.51,35.79,20.10, 9.08
50.42,Cielo nublado,6,Sureste,140.55,20230412T12,20,263,16.1963,-96.6941,0,Oaxaca,San Miguel Coatlán,12.93,95.00,12.49,28.98,15.68, 6.18
35.27,Medio nublado,6,Sur,167.98,20230413T12,20,263,16.1963,-96.6941,1,Oaxaca,San Miguel Coatlán, 4.86,75.00,16.94,29.51,16.69, 6.71
14.87,Poco nuboso,6,Suroeste,206.94,20230414T12,20,263,16.1963,-96.6941,2,Oaxaca,San Miguel Coatlán, 1.12,75.00,15.19,30.71,17.75, 6.10
33.97,Medio nublado,6,Sureste,129.24,20230415T12,20,263,16.1963,-96.6941,3,Oaxaca,San Miguel Coatlán, 0.38,20.00,15.54,31.42,18.63, 6.50
76.37,Cielo nublado,6,Sureste,115.71,20230412T12,20,264,17.6369,-97.1949,0,Oaxaca,San Miguel Chicahua, 4.04,95.00,16.31,26.19,13.26, 7.41
63.01,Cielo nublado,6,Sur,197.67,20230413T12,20,264,17.6369,-97.1949,1,Oaxaca,San Miguel Chicahua, 4.07,95.00,17.76,27.30,13.45, 7.61
31.31,Medio nublado,6,Sur,164.98,20230414T12,20,264,17.6369,-97.1949,2,Oaxaca,San Miguel Chicahua, 1.65,95.00,16.42,30.12,15.63, 6.21
50.66,Cielo nublado,6,Sureste,119.69,20230415T12,20,264,17.6369,-97.1949,3,Oaxaca,San Miguel Chicahua, 3.08,95.00,17.61,30.75,14.96, 5.67
37.10,Medio nublado,6,Sureste,132.56,20230412T12,20,265,16.7145,-94.7482,0,Oaxaca,San Miguel Chimalapa, 0.58, 0.00,39.71,34.36,20.19,10.30
44.41,Medio nublado,6,Sur,164.49,20230413T12,20,265,16.7145,-94.7482,1,Oaxaca,San Miguel Chimalapa, 0.21, 0.00,27.40,35.67,21.69, 7.63
17.69,Poco nuboso,6,Sur,160.66,20230414T12,20,265,16.7145,-94.7482,2,Oaxaca,San Miguel Chimalapa, 1.16,19.02,29.50,34.50,21.86, 8.75
28.03,Medio nublado,6,Sureste,156.04,20230415T12,20,265,16.7145,-94.7482,3,Oaxaca,San Miguel Chimalapa, 2.96,42.80,28.50,34.80,21.66, 8.16
70.58,Cielo nublado,6,Este,89.23,20230412T12,7,47,17.0680,-92.8623,0,Chiapas,Jitotol, 3.33,95.00,11.01,22.57,13.35, 4.51
56.49,Cielo nublado,6,Sureste,135.05,20230413T12,7,47,17.0680,-92.8623,1,Chiapas,Jitotol, 9.45,95.00,16.47,27.53,14.74, 5.67
46.96,Medio nublado,6,Sur,172.85,20230414T12,7,47,17.0680,-92.8623,2,Chiapas,Jitotol, 8.84,95.00,15.15,29.24,15.10, 5.47
29.34,Medio nublado,6,Sur,184.35,20230415T12,7,47,17.0680,-92.8623,3,Chiapas,Jitotol, 1.49,95.00,13.81,29.79,16.00, 5.04
35.36,Medio nublado,6,Suroeste,209.15,20230412T12,20,266,15.9216,-96.1749,0,Oaxaca,San Miguel del Puerto, 8.99,63.67,15.80,31.75,22.94, 7.26
18.67,Poco nuboso,6,Suroeste,223.16,20230413T12,20,266,15.9216,-96.1749,1,Oaxaca,San Miguel del Puerto, 7.83,57.33,24.85,31.78,22.93, 9.06
 1.66,Despejado,6,Suroeste,224.77,20230414T12,20,266,15.9216,-96.1749,2,Oaxaca,San Miguel del Puerto, 0.54, 0.00,29.30,33.00,22.90,11.27
20.23,Poco nuboso,6,Sur,175.13,20230415T12,20,266,15.9216,-96.1749,3,Oaxaca,San Miguel del Puerto, 0.69, 0.00,29.26,33.41,23.37,10.35
60.12,Cielo nublado,6,Sur,183.28,20230412T12,20,269,17.0467,-97.6222,0,Oaxaca,San Miguel el Grande, 3.65,95.00,16.75,27.88,13.36, 7.28
61.30,Cielo nublado,6,Sur,192.04,20230413T12,20,269,17.0467,-97.6222,1,Oaxaca,San Miguel el Grande, 0.29,95.00,18.63,28.07,14.21, 7.15
15.42,Poco nuboso,6,Sur,190.46,20230414T12,20,269,17.0467,-97.6222,2,Oaxaca,San Miguel el Grande, 0.00, 0.00,18.49,30.33,15.50, 7.08
54.76,Cielo nublado,6,Sur,191.87,20230415T12,20,269,17.0467,-97.6222,3,Oaxaca,San Miguel el Grande, 0.03, 0.00,19.79,31.03,16.39, 7.03
72.48,Cielo nublado,6,Este,100.97,20230412T12,20,270,17.7458,-97.1375,0,Oaxaca,San Miguel Huautla, 3.30,95.00,15.54,26.57,13.89, 7.23
